DataStatus,SyntheticSeed,RangeM,Observation,SensingSnrDb,Detected,RadialErrorM,AssumedEffectiveLossDb
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,0,17.132358688906194,1,1.16844362650923,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,1,21.93136226994796,1,0.9540199937339993,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,2,22.05680721381528,1,1.6681932791753804,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,3,9.978423147321315,1,1.124161618979379,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,4,18.89947895896598,1,0.9151135157079382,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,5,20.319231466760414,1,0.3641563345166778,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,6,15.865541422737884,1,1.0009068275523054,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,7,20.330034951161256,1,1.2724485843086843,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,8,9.756590373305974,1,1.2710566059823785,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,9,20.4774027796737,1,2.2122315307472076,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,10,18.225769461985713,1,1.1703389169724194,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,11,22.358290314034022,1,0.9676353134445195,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,12,18.093276732686352,1,1.2335416399659926,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,13,21.338812467158764,1,0.6187756913047865,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,14,14.397018817692505,1,2.3641526832206834,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,15,14.71108113805424,1,1.7780468339060713,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,16,23.249167743756473,1,1.2001888963247591,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,17,14.739708758501052,1,1.903827401876743,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,18,14.905208310405722,1,0.45627491432496387,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,19,15.907352711919705,1,0.712554907697391,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,20,11.186668093971395,1,3.116806175050099,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,21,15.14526978136379,1,1.58165980285467,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,22,7.219767417908025,1,0.6915722461014859,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,23,19.699642479211192,1,1.9263217654217504,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,24,17.44490824977734,1,1.396455022169375,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,25,11.1906766333741,1,1.170981112670947,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,26,22.15982271858869,1,1.4691760109494583,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,27,14.145781710148855,1,1.666139998196674,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,28,14.823710897463153,1,1.585807145361969,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,29,15.294788511057973,1,1.1572329128070027,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,30,18.6310518574679,1,0.5752461905996561,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,31,18.529686108964874,1,2.14785001728513,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,32,19.761934491393735,1,1.9258167495539482,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,33,18.213052923524305,1,2.435890613792508,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,34,24.29038791620623,1,0.7714571929479254,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,35,12.061204861419158,1,0.7718675672394173,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,36,21.46105630186759,1,2.774576834606214,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,37,11.689627658415326,1,1.6170117510358484,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,38,17.729079920081027,1,0.19164771059180702,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,100,39,17.294125000429958,1,0.8177048915688782,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,0,5.082725229554009,1,0.645453134651245,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,1,2.9511839482084588,1,0.9292968074426154,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,2,5.387597630598722,1,0.0903310619516096,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,3,-5.234482667917801,1,7.130824712254128,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,4,6.3669666595465095,1,0.49583184421279125,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,5,4.170735471664939,1,2.0195402416692434,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,6,2.1545191797188803,1,1.354302927521901,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,7,-1.370642923576351,1,1.7189236646320465,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,8,6.720488728036658,1,1.4268912350717666,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,9,6.8231365177869385,1,0.5945518455189949,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,10,2.1377709181904456,1,0.3900171154047774,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,11,-0.340132658286741,1,1.3504058926200422,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,12,3.8316971945342924,1,1.399539225552388,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,13,4.233333230997002,1,1.150686443135074,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,14,9.329593840265847,1,2.2404823360047175,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,15,-1.6429387499597548,1,0.29598595052285753,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,16,2.1866015771815537,1,0.9648048023720737,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,17,-0.7803784093784223,1,2.3975221252896666,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,18,4.460984824536188,1,1.8654033201746902,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,19,13.985950450953831,1,0.7220555425129549,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,20,10.888015234821127,1,1.5822521369596998,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,21,11.392855406169947,1,0.6290168479811374,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,22,5.8757585426095895,1,0.89633522225154,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,23,9.072445560671113,1,1.4858682152084253,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,24,12.113330688094972,1,0.45598798159467085,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,25,12.460073987273148,1,0.8029502066512476,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,26,10.915899071713763,1,1.2032277043082205,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,27,6.725484937973236,1,0.35267995033812705,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,28,8.041111144391406,1,0.1914007240940777,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,29,2.926314443872078,1,1.4152298682698288,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,30,8.691816117960308,1,2.2052540472142472,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,31,7.931962411836075,1,2.5201466821384377,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,32,2.1016033488340717,1,0.8498387692377457,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,33,7.1619470263474785,1,0.3859705358761304,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,34,16.8382277700644,1,1.9287831605133432,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,35,6.729575685078736,1,0.9437697146781917,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,36,14.366580280800097,1,2.0336463555709865,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,37,5.9065595451828,1,1.6734257820068954,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,38,12.094370275883232,1,0.9343889720383416,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,200,39,7.599732284357717,1,0.5935587856650872,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,0,-7.4799448378515985,1,3.682571083291129,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,1,5.820102865833633,1,1.4120729919364017,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,2,-3.617903342499873,1,1.3279643083394026,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,3,1.309566704259857,1,1.238871903080544,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,4,6.24062842513148,1,1.4629639124485432,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,5,-1.2490082158163887,1,2.668130564952074,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,6,0.13657924767522647,1,3.841127795202825,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,7,-5.483829618879874,1,4.746302519805172,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,8,-2.4409693855482053,1,1.9003333985595476,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,9,-2.8303032254234943,1,1.9947852263412054,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,10,4.531204453513722,1,0.49943727629496426,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,11,1.5074508764356196,1,0.7920984164624157,30.0
