DataStatus,Method,TotalUes,SyntheticSeed,P5ThroughputMbps,PdrPercent,OutageFraction,PersistentDemandFraction
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,1,0.0402341003159062,80.4291039366683,0.35300325645836644,0.2922625108477177
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,2,0.03983270788805012,79.67988069731786,0.38222675291963915,0.20021445622197578
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,3,0.04498700853381775,83.1225613745538,0.2911113176307686,0.2100333950782184
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,4,0.04726707866559559,83.30729824976191,0.3130297399493461,0.2619669053997544
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,5,0.04076729350525223,81.43838848843292,0.27926376751224724,0.250673325532754
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,6,0.04150945509340139,81.1393655521091,0.3146957805735818,0.2896041134046481
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,7,0.04316297533118168,82.35707998203007,0.2821291771747739,0.2689642561055765
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,8,0.04273051513897966,82.4788232238245,0.2561896398371092,0.19365594324640067
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,9,0.0446038469875194,83.52538421243692,0.23831638728862242,0.23290769446039666
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,80,10,0.04506336669771185,83.47716969267917,0.3054827082158285,0.2590949730265926
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,1,0.036855471340184714,77.09364371429807,0.35722646421211013,0.3411933996437644
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,2,0.02978579688690375,75.26103683317154,0.4650976027525907,0.3660958095794409
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,3,0.03407070912745758,76.56810225245505,0.3547897410359981,0.30432301386673594
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,4,0.026714596108458413,73.79768093939052,0.4207246003863041,0.28337240362608673
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,5,0.0380753243320596,79.1864533171278,0.3827319255656115,0.2575321864995893
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,6,0.03150169955543855,78.11060922741692,0.3649096172805459,0.32503713637798204
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,7,0.03521123992649199,77.30634832881695,0.36827826911515804,0.2820084108545172
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,8,0.0284731725122478,74.54968282914741,0.4329905566456186,0.3615405267293485
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,9,0.03070476594742419,78.11449490455036,0.36335528126714617,0.32951281605416743
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,90,10,0.03079984761037332,75.65562216401128,0.38285576344177275,0.3043184048865992
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,1,0.02520283099694244,72.52328341783657,0.41599955234191954,0.39873198855273123
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,2,0.01953305022830636,70.35983136488184,0.5121908238286672,0.3535527799981731
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,3,0.025908018220450576,73.43825124455533,0.417608445251151,0.45385170150834503
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,4,0.025119287777096894,72.91113110244368,0.4272424524387508,0.38616767645368416
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,5,0.02327777570037366,71.79773648838321,0.45584201634604665,0.4320345697928866
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,6,0.019052972158422214,68.90365799139342,0.46934171374327516,0.4375947743939787
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,7,0.019511942202536395,72.047170157544,0.49705571350020605,0.39419809839940345
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,8,0.019171709362593627,70.07777652882235,0.3838498296917613,0.4568100036102038
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,9,0.02105216708691732,69.35307411889158,0.45937665053978155,0.4757761023433625
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,100,10,0.020308560169925296,70.26757163648125,0.5096183056653066,0.44930044702241706
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,1,0.12577217664903262,94.53430685650017,0.11674784406554266,0.07519299991988347
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,2,0.1298558805065221,95.59836372370982,0.1128477637286565,0.059663541324598945
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,3,0.09632267546503338,92.26616939837278,0.1346665334979858,0.0886758681691515
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,4,0.10913831113319372,93.73984206139549,0.14063685284771515,0.07540238047359632
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,5,0.11651312630433533,94.24703435327673,0.1335848138646308,0.07827223189065022
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,6,0.13258886384420496,95.27423392015416,0.10405569909767033,0.06257866162635561
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,7,0.10329171073137391,92.30606307802353,0.1630269762080299,0.08435793220017031
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,8,0.10021028628309336,93.65188791863049,0.13298888377362822,0.07729057500047763
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,9,0.1079055020044667,94.13601662158788,0.12070512791251871,0.0771742621825275
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,80,10,0.12092477404214776,96.784385416615,0.1106180423331481,0.061590818661753755
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,1,0.1285513293597677,95.47366808405025,0.15624372737758055,0.03662615325510441
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,2,0.10352939599079758,92.10819618687003,0.1705155246158755,0.11163534762997904
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,3,0.09184071331628471,90.30636764808952,0.14847788027073436,0.11423994047720062
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,4,0.10708962817437623,94.50945144169678,0.15591051624967664,0.10032091878953903
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,5,0.08390860777621563,91.45898759550963,0.1567819044760199,0.0942705833931733
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,6,0.08952475783965537,91.94198643451098,0.144734228114641,0.1050682964433738
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,7,0.10728431899918608,93.58148753673841,0.12578383000500054,0.06577952291514162
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,8,0.104235784956632,93.23142309995927,0.16064525169996294,0.15085370041482754
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,9,0.09397552429563394,90.58800617364548,0.14194357903710458,0.09908589265515574
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,90,10,0.0982391396270157,92.15821812763475,0.14952552182424864,0.10743948663754614
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,1,0.0835449738379937,88.25088270620422,0.20550829388242808,0.15036887251003572
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,2,0.07491641690692884,86.58285304168216,0.24760072273585426,0.1462814336453001
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,3,0.08037831429333085,87.67332064869663,0.21148615609096572,0.14408143053922234
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,4,0.0789740686681166,89.06481850260137,0.22744212523372004,0.23936397118583191
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,5,0.08281620342327366,88.92724422438327,0.24921950963869186,0.16408295081016017
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,6,0.07687347706261599,87.67899865491889,0.21372176086491862,0.14063710110764535
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,7,0.0891887352816023,88.76918306203524,0.2029311573751399,0.12082167159869704
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,8,0.08313239468433434,88.99956497801134,0.17788992647976937,0.1478747075692456
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,9,0.07717842780821546,88.73722862229057,0.2647539016462171,0.15990692821801974
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Oracle reactive,100,10,0.09673056002584121,90.7898869901161,0.20825933870020236,0.13373866187451702
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,1,0.09214860794182031,91.74346024912825,0.1654112593141093,0.14744958293750693
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,2,0.09860120941626878,92.27531129417359,0.17493835099252927,0.11356158904324463
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,3,0.08798521783479575,89.60833785479991,0.20499891866624873,0.13395398962085664
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,4,0.09553859609396428,93.17152292215874,0.19159173951710712,0.09815461266286722
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,5,0.10003607822070046,93.22174518742483,0.18196426101437704,0.10555973244016431
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,6,0.10963622609678463,94.98987313944687,0.17608511881371638,0.1196073620224602
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,7,0.095314457138534,91.38317504392914,0.1878450529992261,0.12993193775806725
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,8,0.10668693670828175,92.68961651664391,0.18513397996768238,0.11351914947192339
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,9,0.08270584764572725,89.99067137883381,0.17115015363433334,0.1451307558514189
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,80,10,0.1059006620954757,93.99201879950431,0.16383672203141061,0.10778729922257778
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,1,0.07469497410942655,86.75983393632282,0.2536372541478015,0.18865666767237374
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,2,0.0906944886606096,88.96884769955936,0.2007399320451663,0.1431218347878821
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,3,0.07716626910018211,86.61442514931174,0.260402952541318,0.1675884802505057
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,4,0.07562973383898838,87.04079123215189,0.23515242149944787,0.14726913316949677
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,5,0.08939283164800561,88.9575529892462,0.2679592795577454,0.1601340234741163
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,6,0.07746380919588525,87.76597625301876,0.21035216078391944,0.14242774001257738
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,7,0.08556496879268628,89.64866456103404,0.20788424005455255,0.1785553049718125
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,8,0.06784217905084133,86.78102058146438,0.24252356520295054,0.2805533284871986
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,9,0.08765575195819217,90.89885051521294,0.1912135964814203,0.14879305113245828
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,90,10,0.09379000064873558,90.55376406935811,0.1928746987680623,0.18186718507612776
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,1,0.05069785195257016,80.77715372911177,0.30053317198268803,0.2118738209841733
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,2,0.05676049525399612,82.24292041501079,0.2918692501081124,0.2548420810804124
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,3,0.051945921762773864,79.72237291329279,0.30402926152403065,0.25834439571816464
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,4,0.06380389588890903,82.65257268349255,0.293485219714812,0.20258341135992997
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,5,0.04577224627086031,79.20258423965991,0.3248026004030902,0.20729148783660847
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,6,0.0584531064298696,82.10590873499993,0.35861459827906633,0.17966584787818876
