Time,DeploymentMode,UavIndex,UavCellId,BestDonorCellId,BestDonorDistanceM,XhaulConnected,XhaulChannelVariationDb,XhaulRsrpDbm,XhaulState,XhaulDegradationActive,SatBackhaulDlSnrDb,SatBackhaulUlSnrDb,SatBackhaulHealthy,OnboardUavRicAvailable,OnboardUavRicState,BackhaulMode,ControlPath,ActiveUavRic,NormalUeHandoverAllowed,E2TxDelaySec,E2SendIntervalSec,LmQueryIntervalSec,UavMode
12.4,tn-uav-satellite,2,7,2,765.017,1,1.04915,-58.0655,HEALTHY,0,12.5189,7.99831,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
14.4,tn-uav-satellite,0,5,1,1451.84,1,3.02157,-61.658,HEALTHY,0,11.9451,7.4245,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
14.4,tn-uav-satellite,1,6,4,629.258,1,-3.75201,-61.1698,HEALTHY,0,12.6861,8.1655,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
14.4,tn-uav-satellite,2,7,2,765.017,1,-2.04708,-61.1617,HEALTHY,0,14.0477,9.52714,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
16.4,tn-uav-satellite,0,5,1,1451.84,1,-1.35744,-66.037,HEALTHY,0,11.0141,6.4935,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
16.4,tn-uav-satellite,1,6,4,440.835,1,-2.66666,-56.9934,HEALTHY,0,13.1063,8.58572,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
16.4,tn-uav-satellite,2,7,1,1695.83,1,3.43702,-62.5918,HEALTHY,0,12.7503,8.2297,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
18.4,tn-uav-satellite,0,5,1,1987.58,1,1.51246,-65.8953,HEALTHY,0,11.9188,7.39821,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
18.4,tn-uav-satellite,1,6,4,1221.65,1,-0.297647,-63.4778,HEALTHY,0,13.0001,8.47952,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
18.4,tn-uav-satellite,2,7,4,1156.93,1,-1.22186,-63.9292,HEALTHY,0,11.4291,6.90853,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
20.4,tn-uav-satellite,0,5,3,1431.43,1,-2.05738,-66.6139,HEALTHY,0,13.5684,9.04776,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
20.4,tn-uav-satellite,1,6,4,2167.24,1,-4.72636,-72.8857,DEGRADED,0,10.9628,6.44222,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
20.4,tn-uav-satellite,2,7,4,1092.45,1,1.67812,-60.5311,HEALTHY,0,14.2933,9.77274,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
22.4,tn-uav-satellite,0,5,3,1138.24,1,3.91691,-58.6489,HEALTHY,0,13.2278,8.70719,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
22.4,tn-uav-satellite,1,6,4,3138.79,1,-2.96853,-74.345,DEGRADED,0,11.4292,6.90864,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
22.4,tn-uav-satellite,2,7,4,1090.51,1,0.883865,-61.3099,HEALTHY,0,13.0535,8.53289,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
24.4,tn-uav-satellite,0,5,4,4540.22,1,3.31157,-71.2712,HEALTHY,0,16.2786,11.758,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
24.4,tn-uav-satellite,1,6,4,3839.09,1,1.30617,-71.8196,HEALTHY,0,8.17292,3.65232,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
24.4,tn-uav-satellite,2,7,4,1201.13,1,-0.620743,-63.6538,HEALTHY,0,15.6481,11.1275,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
26.4,tn-uav-satellite,0,5,2,3434.3,1,2.29967,-69.8583,HEALTHY,0,9.85966,5.33906,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
26.4,tn-uav-satellite,1,6,4,4727.14,1,-2.69739,-77.6306,DEGRADED,0,13.9985,9.47792,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
26.4,tn-uav-satellite,2,7,4,1873.72,1,-3.37435,-70.2696,HEALTHY,0,12.453,7.93239,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
28.4,tn-uav-satellite,0,5,2,4412.21,1,3.00192,-71.3324,HEALTHY,0,14.2991,9.77853,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
28.4,tn-uav-satellite,1,6,4,4349.8,1,-1.58626,-75.7969,DEGRADED,0,12.381,7.86044,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
28.4,tn-uav-satellite,2,7,3,5715.36,1,0.886592,-75.6955,DEGRADED,0,9.44716,4.92656,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
30.4,tn-uav-satellite,0,5,2,5367.75,1,3.95538,-72.0817,DEGRADED,0,7.84516,3.32456,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
30.4,tn-uav-satellite,1,6,3,6680.02,1,4.70953,-73.2272,DEGRADED,0,10.5522,6.03163,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
30.4,tn-uav-satellite,2,7,4,3809.75,1,-2.13209,-75.1912,DEGRADED,0,14.2422,9.72161,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
32.4,tn-uav-satellite,0,5,1,5780.89,1,-0.64891,-77.33,DEGRADED,0,12.6228,8.10221,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
32.4,tn-uav-satellite,1,6,4,4181.04,1,-2.55936,-76.4263,DEGRADED,0,13.1494,8.62876,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
32.4,tn-uav-satellite,2,7,4,3410.95,1,-2.47599,-74.5747,DEGRADED,0,12.7628,8.24224,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
34.4,tn-uav-satellite,0,5,1,6009.67,1,1.48981,-75.5284,DEGRADED,0,13.3859,8.86535,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
34.4,tn-uav-satellite,1,6,4,4490.07,1,-0.447712,-74.934,DEGRADED,0,7.9989,3.4783,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
34.4,tn-uav-satellite,2,7,4,2415.32,1,-3.39901,-72.4997,DEGRADED,0,12.8628,8.34221,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
36.4,tn-uav-satellite,0,5,4,8312.11,1,0.454155,-79.3813,DEGRADED,0,14.8107,10.2901,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
36.4,tn-uav-satellite,1,6,4,3920.97,1,-0.163872,-73.4729,DEGRADED,0,13.946,9.42545,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
36.4,tn-uav-satellite,2,7,4,1425.02,1,-0.121681,-64.6393,HEALTHY,0,11.8911,7.37049,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
38.4,tn-uav-satellite,0,5,1,6028.19,1,4.33644,-72.7085,DEGRADED,0,11.7015,7.18086,1,1,ACTIVE,SATELLITE_FALLBACK,ONBOARD_LOCAL_CONTROL_WITH_SAT_FEEDBACK,ONBOARD_UAV_RIC,1,0.1,2,2,ONBOARD_AUTONOMY_WITH_SATELLITE_BACKHAUL
38.4,tn-uav-satellite,1,6,4,4258.29,1,2.52106,-71.5048,HEALTHY,0,7.75573,3.23513,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
38.4,tn-uav-satellite,2,7,4,1131.78,1,-4.08725,-66.6037,HEALTHY,0,15.148,10.6274,1,1,STANDBY,TN_DIRECT,TN_E2,TN_NEAR_RT_RIC,1,0.1,2,2,TN_CONTROLLED_COVERAGE_EXTENSION
